Ticker,E50.PA,E50.PA,E50.PA,E50.PA,E50.PA,E50.PA,ANX.PA,ANX.PA,ANX.PA,ANX.PA,ANX.PA,ES5.PA,ES5.PA,ES5.PA,ES5.PA,ES5.PA,ES5.PA
Price,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,
2020-01-02,,,,,,,86.66999816894531,87.19999694824219,86.66999816894531,87.12000274658203,1077,,,,,,
2020-01-03,,,,,,,87.16999816894531,87.44999694824219,86.97000122070312,87.30999755859375,1350,,,,,,
2020-01-06,,,,,,,86.87000274658203,87.29000091552734,86.33999633789062,87.29000091552734,120,,,,,,
2020-01-07,,,,,,,87.68000030517578,88.20999908447266,87.68000030517578,88.0999984741211,979,,,,,,
2020-01-08,,,,,,,87.66000366210938,88.4800033569336,87.6500015258789,88.4800033569336,9806,,,,,,
2020-01-09,,,,,,,89.41999816894531,89.80000305175781,89.41000366210938,89.66000366210938,2437,,,,,,
2020-01-10,,,,,,,89.77999877929688,90.16999816894531,89.76000213623047,89.76000213623047,629,,,,,,
2020-01-13,,,,,,,89.62000274658203,89.83999633789062,89.62000274658203,89.69000244140625,6857,,,,,,
2020-01-14,,,,,,,89.95999908447266,90.33999633789062,89.80999755859375,90.08999633789062,3955,,,,,,
2020-01-15,,,,,,,90.04000091552734,90.20999908447266,89.83999633789062,90.04000091552734,561,,,,,,
2020-01-16,,,,,,,90.19000244140625,90.36000061035156,90.13999938964844,90.29000091552734,314,,,,,,
2020-01-17,,,,,,,90.87999725341797,91.5199966430664,90.87999725341797,91.16999816894531,1449,,,,,,
2020-01-20,,,,,,,91.44000244140625,91.58999633789062,91.44000244140625,91.58999633789062,6648,,,,,,
2020-01-21,,,,,,,91.08999633789062,91.6500015258789,90.95999908447266,91.6500015258789,3282,,,,,,
2020-01-22,,,,,,,92.1500015258789,92.31999969482422,91.98999786376953,92.19000244140625,4355,,,,,,
2020-01-23,,,,,,,91.80999755859375,92.3499984741211,91.44000244140625,92.06999969482422,1610,,,,,,
2020-01-24,,,,,,,92.80000305175781,93.0999984741211,92.62000274658203,92.62000274658203,1050,,,,,,
2020-01-27,,,,,,,90.63999938964844,90.69000244140625,89.76000213623047,89.94000244140625,8604,,,,,,
2020-01-28,,,,,,,90.69000244140625,91.38999938964844,90.08999633789062,91.38999938964844,1788,,,,,,
2020-01-29,,,,,,,91.70999908447266,92.16000366210938,91.41000366210938,91.69999694824219,2206,,,,,,
2020-01-30,,,,,,,90.61000061035156,91.06999969482422,90.5999984741211,90.98999786376953,3620,,,,,,
2020-01-31,,,,,,,92.29000091552734,92.29000091552734,90.27999877929688,90.27999877929688,328,,,,,,
2020-02-03,,,,,,,90.69000244140625,91.55000305175781,90.27999877929688,91.37999725341797,2900,,,,,,
2020-02-04,,,,,,,92.05999755859375,93.5199966430664,92.05999755859375,93.5199966430664,492,,,,,,
2020-02-05,,,,,,,93.62999725341797,95.12999725341797,93.62999725341797,94.12000274658203,5834,,,,,,
2020-02-06,,,,,,,95.0199966430664,95.19999694824219,94.72000122070312,95.19999694824219,1692,,,,,,
2020-02-07,,,,,,,95.30000305175781,95.62999725341797,94.87000274658203,95.62999725341797,8442,,,,,,
2020-02-10,,,,,,,95.25,96.12000274658203,94.9800033569336,96.12000274658203,2639,,,,,,
2020-02-11,,,,,,,97.02999877929688,97.4800033569336,96.80000305175781,97.1500015258789,2660,,,,,,
2020-02-12,,,,,,,97.04000091552734,97.6500015258789,97.0199966430664,97.6500015258789,1965,,,,,,
2020-02-13,,,,,,,97.37999725341797,98.2699966430664,97.08999633789062,98.2699966430664,7721,,,,,,
2020-02-14,,,,,,,98.48999786376953,98.54000091552734,98.04000091552734,98.37000274658203,3145,,,,,,
2020-02-17,,,,,,,98.83000183105469,98.8499984741211,98.69999694824219,98.83000183105469,3674,,,,,,
2020-02-18,,,,,,,97.66000366210938,98.54000091552734,97.55000305175781,98.26000213623047,4394,,,,,,
2020-02-19,,,,,,,99.1500015258789,99.9000015258789,99.11000061035156,99.9000015258789,4296,,,,,,
2020-02-20,,,,,,,100.0,100.0,98.05999755859375,98.05999755859375,2421,,,,,,
2020-02-21,,,,,,,98.0199966430664,98.25,96.58000183105469,97.19000244140625,5200,,,,,,
2020-02-24,,,,,,,94.68000030517578,94.68000030517578,92.80000305175781,93.05000305175781,12913,,,,,,
2020-02-25,,,,,,,93.97000122070312,93.97000122070312,91.0999984741211,91.62000274658203,6629,,,,,,
2020-02-26,,,,,,,90.7699966430664,92.63999938964844,89.01000213623047,91.69000244140625,11887,,,,,,
2020-02-27,,,,,,,89.3499984741211,89.3499984741211,85.73999786376953,87.33000183105469,10994,,,,,,
2020-02-28,,,,,,,83.81999969482422,84.3499984741211,81.51000213623047,84.12000274658203,15922,,,,,,
2020-03-02,,,,,,,86.11000061035156,86.7300033569336,83.62999725341797,85.87999725341797,11119,,,,,,
2020-03-03,,,,,,,87.88999938964844,88.91999816894531,87.08999633789062,87.08999633789062,8142,,,,,,
2020-03-04,,,,,,,86.44000244140625,87.66000366210938,86.3499984741211,87.33000183105469,6065,,,,,,
2020-03-05,,,,,,,87.80000305175781,87.91999816894531,86.01000213623047,87.48999786376953,4835,,,,,,
2020-03-06,,,,,,,84.55999755859375,84.55999755859375,81.75,83.08000183105469,12294,,,,,,
2020-03-09,,,,,,,75.38999938964844,80.0,74.86000061035156,79.0,13712,,,,,,
2020-03-10,,,,,,,79.76000213623047,81.41000366210938,77.2300033569336,78.72000122070312,11514,,,,,,
2020-03-11,,,,,,,79.80999755859375,80.81999969482422,79.30000305175781,79.73999786376953,17674,,,,,,
2020-03-12,,,,,,,75.51000213623047,76.8499984741211,72.33000183105469,72.33000183105469,21012,,,,,,
2020-03-13,,,,,,,75.38999938964844,77.33000183105469,73.0,74.7300033569336,15583,,,,,,
2020-03-16,,,,,,,71.66999816894531,75.51000213623047,70.4000015258789,73.87999725341797,20130,,,,,,
2020-03-17,,,,,,,73.0,76.0,70.44999694824219,74.94000244140625,13026,,,,,,
2020-03-18,,,,,,,73.0999984741211,73.97000122070312,70.25,72.93000030517578,6501,,,,,,
2020-03-19,,,,,,,73.45999908447266,76.0,72.61000061035156,75.0199966430664,7790,,,,,,
2020-03-20,,,,,,,78.44999694824219,80.16000366210938,75.0,75.18000030517578,8655,,,,,,
2020-03-23,,,,,,,70.12000274658203,75.19999694824219,69.76000213623047,71.58999633789062,10214,,,,,,
2020-03-24,,,,,,,74.87999725341797,77.29000091552734,74.62999725341797,77.29000091552734,8096,,,,,,
2020-03-25,,,,,,,78.11000061035156,79.56999969482422,75.98999786376953,77.97000122070312,10134,,,,,,
2020-03-26,,,,,,,74.69999694824219,78.0999984741211,74.47000122070312,78.0999984741211,2234,,,,,,
2020-03-27,,,,,,,77.86000061035156,78.04000091552734,76.22000122070312,76.62000274658203,9884,,,,,,
2020-03-30,,,,,,,76.5199966430664,78.79000091552734,75.56999969482422,78.79000091552734,4391,,,,,,
2020-03-31,,,,,,,79.63999938964844,80.91999816894531,78.94999694824219,80.55000305175781,4134,,,,,,
2020-04-01,,,,,,,76.98999786376953,78.02999877929688,76.61000061035156,77.48999786376953,3477,,,,,,
2020-04-02,,,,,,,76.83999633789062,77.4800033569336,75.9000015258789,77.4800033569336,53036,,,,,,
2020-04-03,,,,,,,77.75,78.91999816894531,77.33999633789062,77.61000061035156,246265,,,,,,
2020-04-06,,,,,,,80.51000213623047,81.08999633789062,80.3499984741211,80.93000030517578,16140,,,,,,
2020-04-07,,,,,,,83.52999877929688,84.7300033569336,82.41999816894531,83.41000366210938,12143,,,,,,
2020-04-08,,,,,,,82.4000015258789,83.58999633789062,82.0,83.58999633789062,1378,,,,,,
2020-04-09,,,,,,,84.37999725341797,84.66999816894531,83.0,83.44000244140625,75058,,,,,,
2020-04-14,,,,,,,85.95999908447266,87.18000030517578,85.5999984741211,87.12999725341797,5161,,,,,,
2020-04-15,,,,,,,87.88999938964844,87.91000366210938,87.0,87.08999633789062,26428,,,,,,
2020-04-16,,,,,,,88.5,89.58000183105469,88.1500015258789,89.58000183105469,51501,,,,,,
2020-04-17,,,,,,,91.27999877929688,91.75,89.2699966430664,89.2699966430664,75873,,,,,,
2020-04-20,,,,,,,89.80999755859375,90.26000213623047,89.04000091552734,90.1500015258789,83216,,,,,,
2020-04-21,,,,,,,89.29000091552734,89.29000091552734,85.72000122070312,85.77999877929688,2100,,,,,,
2020-04-22,,,,,,,87.11000061035156,88.25,87.0199966430664,88.25,67791,,,,,,
2020-04-23,,,,,,,88.94999694824219,90.04000091552734,88.80000305175781,89.7699966430664,55359,,,,,,
2020-04-24,,,,,,,88.5,89.30000305175781,88.4000015258789,88.77999877929688,5650,,,,,,
2020-04-27,,,,,,,90.6500015258789,91.19999694824219,90.5999984741211,90.87000274658203,485480,,,,,,
2020-04-28,,,,,,,90.66999816894531,91.38999938964844,89.25,89.66999816894531,200421,,,,,,
2020-04-29,,,,,,,90.29000091552734,91.54000091552734,90.04000091552734,91.44000244140625,5578,,,,,,
2020-04-30,,,,,,,92.7699966430664,93.0,90.94999694824219,91.0999984741211,20625,,,,,,
2020-05-04,,,,,,,88.19000244140625,89.26000213623047,87.72000122070312,89.12999725341797,7732,,,,,,
2020-05-05,,,,,,,90.43000030517578,92.0999984741211,90.43000030517578,91.97000122070312,120347,,,,,,
2020-05-06,,,,,,,92.31999969482422,93.12000274658203,92.16000366210938,92.77999877929688,7921,,,,,,
2020-05-07,,,,,,,93.05000305175781,93.7300033569336,93.05000305175781,93.54000091552734,56227,,,,,,
2020-05-08,,,,,,,94.33999633789062,94.43000030517578,93.68000030517578,94.02999877929688,101395,,,,,,
2020-05-11,,,,,,,94.83999633789062,95.1500015258789,93.73999786376953,95.1500015258789,12727,,,,,,
2020-05-12,,,,,,,95.05999755859375,95.45999908447266,94.5,95.18000030517578,56938,,,,,,
2020-05-13,,,,,,,93.4000015258789,94.05000305175781,92.94999694824219,93.08000183105469,18309,,,,,,
2020-05-14,,,,,,,92.41000366210938,92.91000366210938,91.16000366210938,92.11000061035156,381641,,,,,,
2020-05-15,,,,,,,93.9800033569336,93.9800033569336,91.69000244140625,92.37999725341797,11925,,,,,,
2020-05-18,,,,,,,94.55000305175781,95.44000244140625,94.55000305175781,95.36000061035156,20309,,,,,,
2020-05-19,,,,,,,95.38999938964844,95.54000091552734,94.3499984741211,95.54000091552734,4878,,,,,,
2020-05-20,,,,,,,94.91000366210938,95.93000030517578,94.83999633789062,95.93000030517578,61333,,,,,,
2020-05-21,,,,,,,95.41999816894531,96.0999984741211,95.0,95.25,5797,,,,,,
2020-05-22,,,,,,,94.41000366210938,95.9000015258789,94.1500015258789,95.4800033569336,6084,,,,,,
2020-05-25,,,,,,,96.63999938964844,97.22000122070312,96.55000305175781,97.22000122070312,2083,,,,,,
2020-05-26,,,,,,,97.63999938964844,97.63999938964844,95.69000244140625,95.69000244140625,13953,,,,,,
2020-05-27,,,,,,,96.06999969482422,96.19999694824219,92.75,93.63999938964844,10877,,,,,,
2020-05-28,,,,,,,94.80000305175781,95.5,94.01000213623047,95.26000213623047,52438,,,,,,
2020-05-29,,,,,,,94.33000183105469,94.37999725341797,93.81999969482422,94.04000091552734,1451,,,,,,
2020-06-01,,,,,,,95.61000061035156,95.62000274658203,94.87999725341797,95.5999984741211,4512,,,,,,
2020-06-02,,,,,,,95.87000274658203,96.13999938964844,94.5,94.7699966430664,5035,,,,,,
2020-06-03,,,,,,,95.81999969482422,96.12000274658203,95.76000213623047,95.7699966430664,15936,,,,,,
2020-06-04,,,,,,,95.87000274658203,96.01000213623047,94.7699966430664,94.86000061035156,124915,,,,,,
2020-06-05,,,,,,,94.55999755859375,96.44999694824219,94.45999908447266,96.44999694824219,131948,,,,,,
2020-06-08,,,,,,,96.55000305175781,96.9000015258789,95.94000244140625,96.61000061035156,8505,,,,,,
2020-06-09,,,,,,,97.44000244140625,97.48999786376953,96.83000183105469,97.48999786376953,82881,,,,,,
2020-06-10,,,,,,,98.0,98.5999984741211,97.54000091552734,98.47000122070312,2620,,,,,,
2020-06-11,,,,,,,97.73999786376953,97.73999786376953,96.47000122070312,96.47000122070312,3716,,,,,,
2020-06-12,,,,,,,95.12999725341797,96.6500015258789,94.94000244140625,95.41000366210938,20399,,,,,,
2020-06-15,,,,,,,93.3499984741211,94.88999938964844,93.11000061035156,94.81999969482422,4664,,,,,,
2020-06-16,,,,,,,96.7699966430664,98.80999755859375,96.7699966430664,98.04000091552734,3136,,,,,,
2020-06-17,,,,,,,98.45999908447266,99.19999694824219,98.43000030517578,99.0999984741211,4624,,,,,,
2020-06-18,,,,,,,98.68000030517578,98.94000244140625,98.5,98.94000244140625,226254,,,,,,
2020-06-19,,,,,,,99.66999816894531,100.23999786376953,99.6500015258789,100.0999984741211,4151,,,,,,
2020-06-22,,,,,,,99.19000244140625,99.47000122070312,98.88999938964844,99.38999938964844,2427,,,,,,
2020-06-23,,,,,,,100.0,100.73999786376953,99.87999725341797,100.73999786376953,4713,,,,,,
2020-06-24,,,,,,,100.44000244140625,100.55999755859375,98.7699966430664,98.7699966430664,2432,,,,,,
2020-06-25,,,,,,,98.6500015258789,99.25,98.2699966430664,99.0199966430664,2913,,,,,,
2020-06-26,,,,,,,100.0,100.13999938964844,97.94000244140625,98.5,4635,,,,,,
2020-06-29,,,,,,,97.36000061035156,97.9000015258789,96.2699966430664,97.8499984741211,9945,,,,,,
2020-06-30,,,,,,,99.18000030517578,99.7300033569336,98.69999694824219,99.58999633789062,4576,,,,,,
2020-07-01,,,,,,,100.37999725341797,101.0,100.18000030517578,100.87999725341797,8911,,,,,,
2020-07-02,,,,,,,101.72000122070312,102.81999969482422,101.5199966430664,102.5,89899,,,,,,
2020-07-03,,,,,,,102.73999786376953,102.80000305175781,102.0999984741211,102.27999877929688,1796,,,,,,
2020-07-06,,,,,,,103.5199966430664,104.26000213623047,103.5199966430664,104.26000213623047,993,,,,,,
2020-07-07,,,,,,,104.16000366210938,105.27999877929688,103.9000015258789,105.04000091552734,6070,,,,,,
2020-07-08,,,,,,,104.0199966430664,104.27999877929688,103.63999938964844,103.63999938964844,5483,,,,,,
2020-07-09,,,,,,,104.4800033569336,105.37999725341797,104.30000305175781,104.58000183105469,9758,,,,,,
2020-07-10,,,,,,,105.37999725341797,105.76000213623047,104.69999694824219,105.41999816894531,6023,,,,,,
2020-07-13,,,,,,,107.05999755859375,108.22000122070312,106.95999908447266,108.22000122070312,61864,,,,,,
2020-07-14,,,,,,,104.73999786376953,104.73999786376953,101.4000015258789,103.22000122070312,10690,,,,,,
