,Ticker,SOL-EUR,SOL-EUR.1,SOL-EUR.2,SOL-EUR.3,SOL-EUR.4,XRP-EUR,XRP-EUR.1,XRP-EUR.2,XRP-EUR.3,XRP-EUR.4,ETH-EUR,ETH-EUR.1,ETH-EUR.2,ETH-EUR.3,ETH-EUR.4,BTC-EUR,BTC-EUR.1,BTC-EUR.2,BTC-EUR.3,BTC-EUR.4
0,Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
1,Date,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
10,2020-01-09,Open,High,Low,Close,Volume,0.18817099928855896,0.1881289929151535,0.18244999647140503,0.18445000052452087,1207287368,127.0211410522461,127.18785095214844,122.71289825439453,125.10921478271484,6929139976,7272.9755859375,7272.9755859375,7061.7080078125,7092.748046875,21646224663
11,2020-01-10,Open,High,Low,Close,Volume,0.18445900082588196,0.19099299609661102,0.18187199532985687,0.19090500473976135,1522926731,125.09827423095703,129.6463623046875,122.11797332763672,129.4522247314453,8169066730,7092.060546875,7343.36572265625,6963.044921875,7343.36572265625,25820153792
12,2020-01-11,Open,High,Low,Close,Volume,0.19071799516677856,0.1968809962272644,0.18888099491596222,0.19047899544239044,1488776588,128.95347595214844,131.71563720703125,127.8733901977539,128.50848388671875,8390766055,7339.4423828125,7389.9482421875,7219.60400390625,7226.70263671875,22946564430
13,2020-01-12,Open,High,Low,Close,Volume,0.19074900448322296,0.1945430040359497,0.19019299745559692,0.19397500157356262,1345857290,128.603271484375,131.42620849609375,128.3111572265625,131.22235107421875,7671598314,7222.8583984375,7374.1611328125,7201.09716796875,7369.64013671875,20603017030
14,2020-01-13,Open,High,Low,Close,Volume,0.19396600127220154,0.19402199983596802,0.1892859935760498,0.19093699753284454,1186697704,131.53378295898438,132.0463409423828,128.4676513671875,129.5200958251953,7524187577,7367.19140625,7373.55810546875,7263.31982421875,7313.7470703125,20190373251
15,2020-01-14,Open,High,Low,Close,Volume,0.19085699319839478,0.21725699305534363,0.19070200622081757,0.21091300249099731,2372428626,129.54205322265625,150.63035583496094,129.36050415039062,149.14407348632812,15019360522,7310.818359375,7980.09716796875,7310.818359375,7933.51171875,40299311377
16,2020-01-15,Open,High,Low,Close,Volume,0.21074900031089783,0.21652700006961823,0.20473000407218933,0.2088090032339096,2322391650,148.94569396972656,153.1177520751953,144.71768188476562,149.0391082763672,13604430618,7931.33642578125,7973.26171875,7776.3359375,7896.189453125,35955399490
17,2020-01-16,Open,High,Low,Close,Volume,0.20879699289798737,0.20941999554634094,0.200887992978096,0.20523500442504883,1855908394,149.1306915283203,149.75877380371094,143.16676330566406,147.6060333251953,12332774870,7901.0947265625,7929.0654296875,7720.04638671875,7833.05224609375,28116699120
18,2020-01-17,Open,High,Low,Close,Volume,0.20537100732326508,0.21921800076961517,0.20341500639915466,0.21529600024223328,2180264815,147.69435119628906,156.0376434326172,146.1355438232422,153.98631286621094,13522352801,7834.3310546875,8051.61376953125,7790.625,8051.0009765625,32795485000
19,2020-01-18,Open,High,Low,Close,Volume,0.21538999676704407,0.22648200392723083,0.21021699905395508,0.21935799717903137,2155982651,153.95724487304688,160.97012329101562,150.38497924804688,158.11810302734375,13461011586,8049.35498046875,8125.83056640625,7959.146484375,8063.265625,29157288013
20,2020-01-19,Open,High,Low,Close,Volume,0.21943199634552002,0.22502300143241882,0.206727996468544,0.212350994348526,1993586683,158.2100067138672,159.81497192382812,147.57891845703125,150.50244140625,12360892608,8062.03662109375,8263.1845703125,7772.27783203125,7847.591796875,30842637240
21,2020-01-20,Open,High,Low,Close,Volume,0.21217000484466553,0.2124910056591034,0.20387199521064758,0.2102459967136383,1553243585,150.44320678710938,152.39483642578125,146.44923400878906,150.60833740234375,10043405666,7846.1376953125,7880.931640625,7722.77197265625,7802.2333984375,23811739272
22,2020-01-21,Open,High,Low,Close,Volume,0.2102849930524826,0.21650099754333496,0.20869599282741547,0.21393999457359314,1535009981,150.55422973632812,153.300048828125,149.47055053710938,153.07872009277344,8830696421,7803.4482421875,7896.4912109375,7702.06494140625,7889.4091796875,21737558317
23,2020-01-22,Open,High,Low,Close,Volume,0.214028000831604,0.21545100212097168,0.2113499939441681,0.21273000538349152,1367233599,152.998779296875,154.37416076660156,150.44554138183594,151.66416931152344,8299758781,7887.89013671875,7936.46826171875,7788.61865234375,7823.0751953125,20366964887
24,2020-01-23,Open,High,Low,Close,Volume,0.21283599734306335,0.2129400074481964,0.20190399885177612,0.20452700555324554,1447582034,151.6655731201172,151.683837890625,145.07736206054688,147.380615234375,9404716312,7822.8720703125,7829.36279296875,7541.40869140625,7604.298828125,23311436253
25,2020-01-24,Open,High,Low,Close,Volume,0.20461499691009521,0.20477500557899475,0.19516600668430328,0.20230500400066376,1547708263,147.35421752929688,148.9619598388672,142.04489135742188,147.89231872558594,9666827474,7603.44140625,7719.294921875,7489.09619140625,7660.26220703125,22129639052
26,2020-01-25,Open,High,Low,Close,Volume,0.20231199264526367,0.20239700376987457,0.1974869966506958,0.19992700219154358,1245469741,147.90692138671875,148.05198669433594,143.87918090820312,146.28404235839844,7489035048,7655.44189453125,7672.07080078125,7524.6455078125,7589.61279296875,17820070773
27,2020-01-26,Open,High,Low,Close,Volume,0.19985300302505493,0.20972199738025665,0.19892899692058563,0.20922400057315826,1436600602,146.1868896484375,152.49810791015625,145.37449645996094,152.44004821777344,8400184297,7586.49462890625,7797.86181640625,7551.20166015625,7797.02392578125,20114378449
28,2020-01-27,Open,High,Low,Close,Volume,0.20908500254154205,0.2130029946565628,0.2059680074453354,0.20983000099658966,1563222775,152.37815856933594,156.9707794189453,151.4493865966797,155.11669921875,9986364021,7797.4580078125,8148.42724609375,7797.4580078125,8085.50048828125,25996943940
29,2020-01-28,Open,High,Low,Close,Volume,0.20981499552726746,0.21771399676799774,0.2095779925584793,0.2163729965686798,1862349835,155.07493591308594,160.03048706054688,154.9412078857422,160.01515197753906,10681152813,8087.95556640625,8491.0302734375,8084.228515625,8490.75,31208880037
30,2020-01-29,Open,High,Low,Close,Volume,0.21655599772930145,0.2190140038728714,0.21393799781799316,0.214028000831604,1709890353,159.9947967529297,162.34756469726562,158.93502807617188,158.93502807617188,9737888477,8489.7333984375,8547.8037109375,8425.353515625,8458.931640625,27857927450
31,2020-01-30,Open,High,Low,Close,Volume,0.21391700208187103,0.2229509949684143,0.21060100197792053,0.22089700400829315,1926638777,158.81460571289062,168.8358154296875,156.47755432128906,167.44888305664062,11428081834,8458.375,8657.1953125,8379.80859375,8621.291015625,29356103023
32,2020-01-31,Open,High,Low,Close,Volume,0.22087499499320984,0.22148099541664124,0.21255600452423096,0.2156199961900711,1705411607,167.490966796875,168.1067352294922,159.50860595703125,162.37818908691406,10570990227,8620.673828125,8633.064453125,8352.560546875,8427.623046875,26527473551
33,2020-02-01,Open,High,Low,Close,Volume,0.2155819982290268,0.2186809927225113,0.21432699263095856,0.2176389992237091,1435378379,162.33636474609375,165.71176147460938,162.01583862304688,165.5570831298828,10428508531,8423.8623046875,8508.2666015625,8394.6181640625,8466.3994140625,23365749350
34,2020-02-02,Open,High,Low,Close,Volume,0.21751800179481506,0.23368699848651886,0.2136249989271164,0.22610700130462646,2233821348,165.42959594726562,174.0357208251953,162.40231323242188,170.0911407470703,12673971618,8463.646484375,8534.8330078125,8308.6142578125,8426.54296875,27806989192
35,2020-02-03,Open,High,Low,Close,Volume,0.22595800459384918,0.23130500316619873,0.22424699366092682,0.23017199337482452,1949665015,170.08201599121094,174.51353454589844,169.5735321044922,171.62966918945312,11202613932,8426.830078125,8608.7548828125,8359.5908203125,8400.9345703125,27963062144
36,2020-02-04,Open,High,Low,Close,Volume,0.23010900616645813,0.24426299333572388,0.22506600618362427,0.24155400693416595,2626365195,171.62664794921875,172.7718505859375,167.87185668945312,171.3372802734375,10605396594,8400.3203125,8436.3974609375,8247.3037109375,8311.9482421875,27063674305
37,2020-02-05,Open,High,Low,Close,Volume,0.2414489984512329,0.2546220123767853,0.2414489984512329,0.25225499272346497,3029634761,171.3811798095703,188.04501342773438,171.02975463867188,185.67225646972656,13514642139,8314.1689453125,8821.392578125,8298.650390625,8739.8720703125,32021502647
38,2020-02-06,Open,High,Low,Close,Volume,0.2523219883441925,0.2604059875011444,0.24864999949932098,0.2569989860057831,2804037488,185.58084106445312,195.03477478027344,183.5633087158203,193.36721801757812,14958012521,8743.869140625,8929.3408203125,8674.95703125,8860.4736328125,34266801203
39,2020-02-07,Open,High,Low,Close,Volume,0.2569909989833832,0.26091301441192627,0.2538450062274933,0.2551589906215668,2167770223,193.34609985351562,203.6607208251953,193.33546447753906,203.48654174804688,15233158162,8857.013671875,8976.765625,8857.013671875,8949.7509765625,31540576719
40,2020-02-08,Open,High,Low,Close,Volume,0.25478801131248474,0.2562370002269745,0.24444599449634552,0.253275990486145,2175158814,203.29002380371094,206.99978637695312,196.766357421875,203.85572814941406,15293942856,8947.125,9022.9140625,8842.177734375,9012.2900390625,32131455751
41,2020-02-09,Open,High,Low,Close,Volume,0.25314199924468994,0.2624039947986603,0.2525460124015808,0.25793999433517456,2140175299,203.7056427001953,209.99270629882812,203.7056427001953,208.73794555664062,13726634520,9011.1708984375,9253.755859375,8998.8359375,9238.546875,32699760275
42,2020-02-10,Open,High,Low,Close,Volume,0.257966011762619,0.2587200105190277,0.24680200219154358,0.25120800733566284,2202886069,208.7110595703125,209.28634643554688,199.1812286376953,204.86927795410156,14857250881,9237.529296875,9280.794921875,8931.02734375,9034.0576171875,36099661865
43,2020-02-11,Open,High,Low,Close,Volume,0.25104400515556335,0.25710999965667725,0.24545499682426453,0.2565689980983734,2183112110,204.74301147460938,216.6837921142578,200.38185119628906,216.00643920898438,15537269480,9033.3974609375,9354.0927734375,8913.67578125,9349.3046875,34480314024
44,2020-02-12,Open,High,Low,Close,Volume,0.25668999552726746,0.2828019857406616,0.25645801424980164,0.27990400791168213,3763292018,216.04949951171875,250.49197387695312,216.0477294921875,244.05393981933594,22570375618,9343.9482421875,9524.7373046875,9343.9482421875,9495.3134765625,39949166143
45,2020-02-13,Open,High,Low,Close,Volume,0.2797220051288605,0.30948200821876526,0.2792139947414398,0.30133500695228577,5971038537,243.72894287109375,252.12646484375,237.87210083007812,247.27920532226562,23797638790,9493.3876953125,9616.42578125,9319.048828125,9421.1513671875,45523177582
46,2020-02-14,Open,High,Low,Close,Volume,0.30101901292800903,0.31123799085617065,0.2902500033378601,0.3091470003128052,4133604910,247.20912170410156,263.1977233886719,242.4307403564453,262.42315673828125,21751759471,9418.5419921875,9523.9716796875,9341.4423828125,9521.3623046875,40014999389
47,2020-02-15,Open,High,Low,Close,Volume,0.30942100286483765,0.3175860047340393,0.27900299429893494,0.28274500370025635,3953928880,262.7405700683594,265.09814453125,244.0065155029297,244.42098999023438,21865748343,9522.9697265625,9548.2451171875,9116.9501953125,9130.796875,40500122610
48,2020-02-16,Open,High,Low,Close,Volume,0.2836950123310089,0.2937789857387543,0.25670701265335083,0.27212899923324585,3712831860,244.58299255371094,251.94935607910156,223.88319396972656,239.7177734375,23199662659,9130.5712890625,9282.71875,8976.5732421875,9163.173828125,40007379236
49,2020-02-17,Open,High,Low,Close,Volume,0.27175500988960266,0.27241000533103943,0.25041401386260986,0.26444199681282043,3405113428,239.7139434814453,246.2479705810547,225.39126586914062,245.79432678222656,24014448576,9165.1357421875,9170.962890625,8772.70703125,8941.8505859375,42446217813
50,2020-02-18,Open,High,Low,Close,Volume,0.2648470103740692,0.2780210077762604,0.2578049898147583,0.27597901225090027,3445491434,245.928466796875,262.2792663574219,242.09280395507812,261.1869812011719,24559622702,8942.8544921875,9416.83203125,8926.107421875,9395.3125,43790789357
51,2020-02-19,Open,High,Low,Close,Volume,0.2759529948234558,0.28122198581695557,0.25679999589920044,0.25679999589920044,2864465520,261.27191162109375,262.7151794433594,240.29855346679688,240.29855346679688,20979932494,9396.9814453125,9429.61328125,8891.3427734375,8911.5087890625,43470672713
52,2020-02-20,Open,High,Low,Close,Volume,0.25637099146842957,0.2604129910469055,0.24772000312805176,0.25250598788261414,2908892300,240.3502655029297,243.88897705078125,232.60671997070312,239.114501953125,21533633226,8907.751953125,8920.0908203125,8808.5087890625,8906.8837890625,41644907585
53,2020-02-21,Open,High,Low,Close,Volume,0.2524169981479645,0.2560630142688751,0.2509419918060303,0.25348100066185,2421513604,239.0604248046875,245.8543243408203,236.9961700439453,244.87208557128906,19239002841,8909.94921875,8956.1708984375,8889.6923828125,8930.47265625,37736163863
54,2020-02-22,Open,High,Low,Close,Volume,0.25385600328445435,0.25534000992774963,0.2510409951210022,0.2543559968471527,2019596747,244.8268585205078,245.58502197265625,238.69461059570312,241.8462371826172,15585840755,8931.6396484375,8940.896484375,8851.0078125,8908.583984375,33039433770
55,2020-02-23,Open,High,Low,Close,Volume,0.25439101457595825,0.2607789933681488,0.25409001111984253,0.26085999608039856,2134979715,241.7970733642578,252.59515380859375,241.50401306152344,252.59515380859375,18072157794,8908.7099609375,9166.609375,8903.6142578125,9157.4296875,38001900384
56,2020-02-24,Open,High,Low,Close,Volume,0.2607479989528656,0.2611890137195587,0.24554499983787537,0.24945800006389618,2278727762,252.5498809814453,254.3149871826172,238.83619689941406,244.4706573486328,20648606693,9154.724609375,9180.3759765625,8774.880859375,8895.318359375,41554210040
57,2020-02-25,Open,High,Low,Close,Volume,0.2493779957294464,0.24960799515247345,0.23261499404907227,0.23292599618434906,2380716033,244.5323944091797,244.63731384277344,226.82540893554688,227.7840118408203,20110193302,8896.3681640625,8896.5322265625,8549.8818359375,8586.521484375,39078325581
58,2020-02-26,Open,High,Low,Close,Volume,0.23288899660110474,0.2346390038728714,0.21068300306797028,0.2120950073003769,3007789842,227.712890625,229.6727294921875,203.31387329101562,207.34375,24103973303,8583.3828125,8606.4521484375,8000.54296875,8103.85498046875,46323421638
59,2020-02-27,Open,High,Low,Close,Volume,0.21231600642204285,0.2244659960269928,0.20756599307060242,0.2155900001525879,2523683842,207.3499755859375,216.2956085205078,195.16860961914062,206.16758728027344,23317294003,8108.0546875,8137.1064453125,7871.55322265625,7986.99365234375,41342183979
60,2020-02-28,Open,High,Low,Close,Volume,0.21558499336242676,0.22137700021266937,0.2098979949951172,0.21428099274635315,2238519738,206.3805389404297,213.153564453125,196.70867919921875,205.6339111328125,20461354108,7990.84375,8091.2041015625,7724.5849609375,7864.46875,40449694441
61,2020-02-29,Open,High,Low,Close,Volume,0.21448500454425812,0.2194110006093979,0.20964600145816803,0.20964600145816803,1869228997,205.70005798339844,210.61007690429688,199.35841369628906,199.35841369628906,16486781373,7863.341796875,7957.734375,7798.02587890625,7798.02587890625,32456505767
62,2020-03-01,Open,High,Low,Close,Volume,0.20956599712371826,0.21383999288082123,0.20424200594425201,0.20708300173282623,1888370722,199.27151489257812,205.55126953125,194.1732635498047,198.14649963378906,16450907779,7798.25244140625,7913.45068359375,7681.68701171875,7748.16455078125,31987458775
63,2020-03-02,Open,High,Low,Close,Volume,0.207163006067276,0.21578499674797058,0.20570799708366394,0.21424399316310883,2212964428,197.9121551513672,208.37078857421875,196.62054443359375,206.90594482421875,18221584703,7748.89794921875,8011.30810546875,7721.177734375,7959.3583984375,38459105569
64,2020-03-03,Open,High,Low,Close,Volume,0.21417400240898132,0.2142930030822754,0.20760999619960785,0.2097020000219345,2258500746,206.8648223876953,208.95498657226562,198.41036987304688,200.84326171875,17762757988,7955.515625,8006.142578125,7782.37451171875,7862.4853515625,37923648965
65,2020-03-04,Open,High,Low,Close,Volume,0.20984899997711182,0.21313999593257904,0.2081259936094284,0.21057699620723724,2047892838,200.9199676513672,204.2815704345703,199.43914794921875,201.58750915527344,14875046683,7863.16162109375,7926.5830078125,7824.5390625,7861.05517578125,31197955753
66,2020-03-05,Open,High,Low,Close,Volume,0.21059900522232056,0.21666499972343445,0.21059900522232056,0.21348300576210022,2049092949,201.69876098632812,209.4775390625,201.69876098632812,204.29331970214844,16218570467,7865.57958984375,8161.13037109375,7862.8583984375,8089.7861328125,35373626416
67,2020-03-06,Open,High,Low,Close,Volume,0.21340100467205048,0.21704299747943878,0.21309299767017365,0.21626700460910797,2147031019,204.2044219970703,215.79409790039062,203.8519287109375,215.76779174804688,17166396965,8089.38134765625,8091.16064453125,8044.33154296875,8082.73974609375,36173355571
68,2020-03-07,Open,High,Low,Close,Volume,0.21616199612617493,0.21675600111484528,0.21000699698925018,0.21004800498485565,1868976516,215.96705627441406,221.48443603515625,210.47377014160156,210.7411651611328,17216715739,8081.90234375,8118.7421875,7877.32373046875,7894.34375,32088707345
69,2020-03-08,Open,High,Low,Close,Volume,0.2100829929113388,0.2100829929113388,0.18161199986934662,0.18171599507331848,2307411274,210.67701721191406,210.67701721191406,176.16493225097656,176.25717163085938,18778800440,7892.79541015625,7898.23388671875,7117.15771484375,7121.0341796875,35106776668
70,2020-03-09,Open,High,Low,Close,Volume,0.18152199685573578,0.18532000482082367,0.1757110059261322,0.18353499472141266,2454022827,176.8099822998047,181.8245086669922,168.29537963867188,177.22280883789062,20746499059,7123.6953125,7184.40380859375,6733.99609375,6952.2060546875,41182520122
71,2020-03-10,Open,High,Low,Close,Volume,0.18400900065898895,0.18924400210380554,0.18187099695205688,0.18753600120544434,2047558387,177.9928436279297,180.7934112548828,174.5076904296875,177.40235900878906,16209983800,6950.8916015625,7151.21142578125,6885.314453125,6989.2109375,37301166969
72,2020-03-11,Open,High,Low,Close,Volume,0.18758699297904968,0.18862199783325195,0.17859899997711182,0.1847749948501587,1891446322,177.40304565429688,179.24862670898438,163.40884399414062,173.0303955078125,15081372782,6989.529296875,7026.16650390625,6775.3837890625,7024.82763671875,34347740131
73,2020-03-12,Open,High,Low,Close,Volume,0.18487200140953064,0.18560999631881714,0.12484399974346161,0.12484399974346161,3172126731,172.91529846191406,173.20530700683594,99.41514587402344,100.44630432128906,19790030606,7026.76904296875,7037.55810546875,4344.84033203125,4444.2373046875,48262271981
74,2020-03-13,Open,High,Low,Close,Volume,0.12563900649547577,0.14823399484157562,0.10295400023460388,0.14302599430084229,4631801685,100.75285339355469,122.90213775634766,85.10494995117188,119.55461883544922,25009753105,4486.296875,5254.10498046875,3672.950927734375,4993.67724609375,66559039992
75,2020-03-14,Open,High,Low,Close,Volume,0.14292499423027039,0.1436000019311905,0.1307239979505539,0.13216599822044373,2073174559,119.89627838134766,120.6733627319336,109.8429946899414,110.64299011230469,11432356936,5002.087890625,5047.5380859375,4598.7451171875,4666.3095703125,32441582859
76,2020-03-15,Open,High,Low,Close,Volume,0.13216599822044373,0.1448490023612976,0.13112099468708038,0.13799099624156952,1970620768,110.58918762207031,118.13204193115234,109.33976745605469,112.26914978027344,11404284683,4666.93798828125,5213.880859375,4638.41845703125,4834.8359375,30483051816
77,2020-03-16,Open,High,Low,Close,Volume,0.13797500729560852,0.13797500729560852,0.11888299882411957,0.12639600038528442,2371337301,112.07351684570312,112.07351684570312,94.18933868408203,99.10540771484375,14322842165,4828.48291015625,4828.48291015625,4098.80712890625,4493.08935546875,40650795146
78,2020-03-17,Open,High,Low,Close,Volume,0.12632299959659576,0.13558800518512726,0.12632299959659576,0.13122999668121338,1938146493,98.92701721191406,106.88551330566406,98.92701721191406,103.46138763427734,10975586490,4482.42529296875,4825.00732421875,4462.7744140625,4744.93408203125,35069823257
79,2020-03-18,Open,High,Low,Close,Volume,0.13136500120162964,0.1331319957971573,0.12951800227165222,0.13058899343013763,1792851654,103.38410949707031,105.16976928710938,102.31009674072266,104.80115509033203,10602058561,4746.28173828125,4885.96435546875,4641.39794921875,4780.4208984375,34566905928
80,2020-03-19,Open,High,Low,Close,Volume,0.13064199686050415,0.15981900691986084,0.1306149959564209,0.1548279970884323,2430293620,104.79891967773438,131.7436065673828,104.70130920410156,128.14471435546875,15382515705,4786.7890625,5934.07666015625,4804.69384765625,5808.23046875,47846030531
81,2020-03-20,Open,High,Low,Close,Volume,0.15488000214099884,0.16193599998950958,0.1395680010318756,0.14575499296188354,2737729045,128.1967010498047,140.5114288330078,114.91938781738281,123.3330078125,17617082489,5808.66259765625,6377.57861328125,5498.05029296875,5759.60693359375,50585800132
82,2020-03-21,Open,High,Low,Close,Volume,0.14561200141906738,0.14915600419044495,0.14274799823760986,0.14695900678634644,1921400621,123.67176818847656,126.32734680175781,118.14352416992188,123.39734649658203,12713416542,5766.80224609375,5925.70849609375,5511.984375,5746.3349609375,39480093757
83,2020-03-22,Open,High,Low,Close,Volume,0.14690500497817993,0.14967800676822662,0.14000500738620758,0.14047099649906158,1744013478,123.42748260498047,126.49386596679688,115.01007843017578,115.3222885131836,11687080938,5746.79150390625,5908.57861328125,5449.4296875,5452.0927734375,37498720286
84,2020-03-23,Open,High,Low,Close,Volume,0.14020399749279022,0.14718100428581238,0.13960500061511993,0.14624300599098206,1967110534,115.36421966552734,125.33396911621094,114.09478759765625,125.33396911621094,13145349831,5453.14013671875,5995.93310546875,5412.40380859375,5960.8076171875,43191361899
85,2020-03-24,Open,High,Low,Close,Volume,0.1463879942893982,0.15158399939537048,0.1453240066766739,0.15025199949741364,1996492915,125.596435546875,131.09146118164062,123.56451416015625,128.49656677246094,13528362818,5979.6923828125,6254.93701171875,5937.9169921875,6236.5966796875,44654694830
86,2020-03-25,Open,High,Low,Close,Volume,0.15028400719165802,0.1512169986963272,0.14674800634384155,0.1484459936618805,1925275062,128.63873291015625,130.46437072753906,123.44116973876953,125.08393859863281,12337113735,6240.22021484375,6359.2861328125,6042.19189453125,6135.96875,40952090166
87,2020-03-26,Open,High,Low,Close,Volume,0.14848899841308594,0.1593340039253235,0.1468610018491745,0.15842799842357635,2024124736,125.07915496826172,125.70386505126953,122.70245361328125,125.24515533447266,10289667551,6130.556640625,6168.27734375,6032.16748046875,6079.7353515625,31971551465
88,2020-03-27,Open,High,Low,Close,Volume,0.15841299295425415,0.16711300611495972,0.1550150066614151,0.15778300166130066,2551554325,125.25273895263672,126.40516662597656,119.94142150878906,119.94142150878906,10205374677,6082.404296875,6139.8544921875,5790.931640625,5793.7041015625,30971403337
89,2020-03-28,Open,High,Low,Close,Volume,0.1575469970703125,0.16069799661636353,0.1500300019979477,0.1573919951915741,2408492271,120.02632141113281,120.02632141113281,113.67877197265625,117.28203582763672,10889912446,5791.42578125,5791.6474609375,5478.52392578125,5589.1044921875,31235359141
90,2020-03-29,Open,High,Low,Close,Volume,0.15729999542236328,0.15764500200748444,0.1467439979314804,0.14704400300979614,1791611513,117.307861328125,117.44998931884766,112.77520751953125,112.71704864501953,8919922184,5592.17626953125,5596.51220703125,5322.30517578125,5315.30029296875,25466664426
91,2020-03-30,Open,High,Low,Close,Volume,0.14698299765586853,0.15804600715637207,0.1467220038175583,0.15611299872398376,1932539589,112.7118148803711,121.43507385253906,112.59971618652344,120.50906372070312,10736749100,5318.4375,5899.18310546875,5305.3251953125,5830.15625,33641328894
92,2020-03-31,Open,High,Low,Close,Volume,0.1560799926519394,0.1617790013551712,0.1557299941778183,0.15831300616264343,1906201814,120.43324279785156,121.6617660522461,119.53240203857422,121.157470703125,10035193603,5830.849609375,5905.56005859375,5820.5791015625,5839.27783203125,29734409217
93,2020-04-01,Open,High,Low,Close,Volume,0.15808799862861633,0.16007399559020996,0.15481999516487122,0.16007399559020996,1874539088,121.17448425292969,123.83773803710938,118.75363159179688,123.83773803710938,11373154743,5838.07568359375,6037.4453125,5677.5537109375,6032.15185546875,36837295841
94,2020-04-02,Open,High,Low,Close,Volume,0.15994399785995483,0.1692589968442917,0.15928900241851807,0.1647299975156784,2169459513,123.92686462402344,135.4197540283203,123.92686462402344,130.96990966796875,14129731738,6032.15185546875,6542.119140625,6024.10498046875,6264.63232421875,43949502253
95,2020-04-03,Open,High,Low,Close,Volume,0.16484899818897247,0.16933299601078033,0.16400399804115295,0.16610699892044067,1950023795,131.0448760986328,136.1761932373047,129.43484497070312,131.51332092285156,12203075602,6268.1103515625,6489.8564453125,6186.54931640625,6232.12060546875,36074898995
96,2020-04-04,Open,High,Low,Close,Volume,0.16624000668525696,0.16871799528598785,0.16502100229263306,0.1681929975748062,1660182517,131.6279754638672,134.54640197753906,129.68247985839844,134.40025329589844,11056608323,6236.744140625,6366.45751953125,6197.5830078125,6355.8828125,30713566062
97,2020-04-05,Open,High,Low,Close,Volume,0.16822199523448944,0.16843700408935547,0.1640699952840805,0.16601799428462982,1537026362,134.43878173828125,135.2416534423828,131.5151824951172,132.8349151611328,10439183287,6351.26513671875,6370.5859375,6215.5791015625,6284.36181640625,27308284052
98,2020-04-06,Open,High,Low,Close,Volume,0.16622300446033478,0.1813639998435974,0.16607199609279633,0.18100599944591522,2342199765,132.89187622070312,156.71803283691406,132.83302307128906,156.59141540527344,20031655306,6281.51171875,6732.44775390625,6276.03173828125,6732.44775390625,43418654993
