,Ticker,E50.PA,E50.PA.1,E50.PA.2,E50.PA.3,E50.PA.4,E50.PA.5,ANX.PA,ANX.PA.1,ANX.PA.2,ANX.PA.3,ANX.PA.4,ES5.PA,ES5.PA.1,ES5.PA.2,ES5.PA.3,ES5.PA.4,ES5.PA.5
387,2021-07-05,Open,High,Low,Close,Adj Close,Volume,138.36000061035156,138.5800018310547,138.22000122070312,138.4199981689453,3738,Open,High,Low,Close,Adj Close,Volume
388,2021-07-06,Open,High,Low,Close,Adj Close,Volume,137.97999572753906,139.39999389648438,137.97999572753906,139.27999877929688,371,Open,High,Low,Close,Adj Close,Volume
389,2021-07-07,Open,High,Low,Close,Adj Close,Volume,139.8000030517578,140.67999267578125,139.66000366210938,139.75999450683594,2340,Open,High,Low,Close,Adj Close,Volume
390,2021-07-08,Open,High,Low,Close,Adj Close,Volume,139.75999450683594,139.75999450683594,137.10000610351562,138.0800018310547,3042,Open,High,Low,Close,Adj Close,Volume
391,2021-07-09,Open,High,Low,Close,Adj Close,Volume,139.0399932861328,139.3800048828125,138.33999633789062,139.3800048828125,4006,Open,High,Low,Close,Adj Close,Volume
392,2021-07-12,Open,High,Low,Close,Adj Close,Volume,139.60000610351562,140.24000549316406,139.1999969482422,139.8000030517578,81550,Open,High,Low,Close,Adj Close,Volume
393,2021-07-13,Open,High,Low,Close,Adj Close,Volume,139.97999572753906,141.75999450683594,139.97999572753906,141.75999450683594,601,Open,High,Low,Close,Adj Close,Volume
394,2021-07-14,Open,High,Low,Close,Adj Close,Volume,141.0,141.5399932861328,140.83999633789062,141.02000427246094,11086,Open,High,Low,Close,Adj Close,Volume
395,2021-07-15,Open,High,Low,Close,Adj Close,Volume,140.83999633789062,141.05999755859375,139.6999969482422,140.24000549316406,893,Open,High,Low,Close,Adj Close,Volume
396,2021-07-16,Open,High,Low,Close,Adj Close,Volume,139.83999633789062,140.5,139.3800048828125,139.3800048828125,419,Open,High,Low,Close,Adj Close,Volume
397,2021-07-19,Open,High,Low,Close,Adj Close,Volume,138.82000732421875,139.10000610351562,136.94000244140625,137.86000061035156,3327,Open,High,Low,Close,Adj Close,Volume
398,2021-07-20,Open,High,Low,Close,Adj Close,Volume,138.75999450683594,139.32000732421875,137.9199981689453,139.32000732421875,2565,Open,High,Low,Close,Adj Close,Volume
399,2021-07-21,Open,High,Low,Close,Adj Close,Volume,139.94000244140625,140.16000366210938,139.60000610351562,139.94000244140625,479,Open,High,Low,Close,Adj Close,Volume
400,2021-07-22,Open,High,Low,Close,Adj Close,Volume,140.9199981689453,141.36000061035156,140.5800018310547,141.36000061035156,11330,Open,High,Low,Close,Adj Close,Volume
401,2021-07-23,Open,High,Low,Close,Adj Close,Volume,142.27999877929688,143.13999938964844,142.0,143.13999938964844,131353,Open,High,Low,Close,Adj Close,Volume
402,2021-07-26,Open,High,Low,Close,Adj Close,Volume,143.36000061035156,143.36000061035156,142.6199951171875,143.0399932861328,3824,Open,High,Low,Close,Adj Close,Volume
403,2021-07-27,Open,High,Low,Close,Adj Close,Volume,143.17999267578125,143.3800048828125,140.24000549316406,140.24000549316406,2258,Open,High,Low,Close,Adj Close,Volume
404,2021-07-28,Open,High,Low,Close,Adj Close,Volume,141.3800048828125,142.25999450683594,141.24000549316406,142.25999450683594,2801,Open,High,Low,Close,Adj Close,Volume
405,2021-07-29,Open,High,Low,Close,Adj Close,Volume,141.47999572753906,141.6999969482422,141.0,141.63999938964844,2549,Open,High,Low,Close,Adj Close,Volume
406,2021-07-30,Open,High,Low,Close,Adj Close,Volume,139.5399932861328,140.6999969482422,139.5,140.6199951171875,50677,Open,High,Low,Close,Adj Close,Volume
407,2021-08-02,Open,High,Low,Close,Adj Close,Volume,141.47999572753906,141.52000427246094,140.8000030517578,141.5,1293,Open,High,Low,Close,Adj Close,Volume
408,2021-08-03,Open,High,Low,Close,Adj Close,Volume,141.1999969482422,141.1999969482422,140.27999877929688,140.60000610351562,60861,Open,High,Low,Close,Adj Close,Volume
409,2021-08-04,Open,High,Low,Close,Adj Close,Volume,141.75999450683594,142.10000610351562,141.3800048828125,142.02000427246094,50764,Open,High,Low,Close,Adj Close,Volume
410,2021-08-05,Open,High,Low,Close,Adj Close,Volume,142.3800048828125,143.10000610351562,142.32000732421875,143.05999755859375,669,Open,High,Low,Close,Adj Close,Volume
411,2021-08-06,Open,High,Low,Close,Adj Close,Volume,143.22000122070312,143.66000366210938,143.05999755859375,143.33999633789062,264,Open,High,Low,Close,Adj Close,Volume
412,2021-08-09,Open,High,Low,Close,Adj Close,Volume,143.16000366210938,143.8000030517578,143.16000366210938,143.8000030517578,1137,Open,High,Low,Close,Adj Close,Volume
413,2021-08-10,Open,High,Low,Close,Adj Close,Volume,144.05999755859375,144.55999755859375,143.10000610351562,143.47999572753906,918,Open,High,Low,Close,Adj Close,Volume
414,2021-08-11,Open,High,Low,Close,Adj Close,Volume,143.47999572753906,143.8800048828125,142.66000366210938,142.83999633789062,659,Open,High,Low,Close,Adj Close,Volume
415,2021-08-12,Open,High,Low,Close,Adj Close,Volume,142.6999969482422,143.44000244140625,142.5,143.44000244140625,1205,Open,High,Low,Close,Adj Close,Volume
416,2021-08-13,Open,High,Low,Close,Adj Close,Volume,143.74000549316406,143.74000549316406,143.10000610351562,143.17999267578125,904,Open,High,Low,Close,Adj Close,Volume
417,2021-08-16,Open,High,Low,Close,Adj Close,Volume,143.16000366210938,143.36000061035156,141.8800048828125,142.25999450683594,6123,Open,High,Low,Close,Adj Close,Volume
418,2021-08-17,Open,High,Low,Close,Adj Close,Volume,143.39999389648438,143.39999389648438,143.0,143.05999755859375,933,Open,High,Low,Close,Adj Close,Volume
419,2021-08-18,Open,High,Low,Close,Adj Close,Volume,143.25999450683594,143.25999450683594,142.83999633789062,143.10000610351562,322,Open,High,Low,Close,Adj Close,Volume
420,2021-08-19,Open,High,Low,Close,Adj Close,Volume,141.10000610351562,142.63999938964844,140.86000061035156,142.63999938964844,1822,Open,High,Low,Close,Adj Close,Volume
421,2021-08-20,Open,High,Low,Close,Adj Close,Volume,142.75999450683594,144.22000122070312,142.10000610351562,144.13999938964844,459,Open,High,Low,Close,Adj Close,Volume
422,2021-08-23,Open,High,Low,Close,Adj Close,Volume,144.47999572753906,145.5399932861328,144.0,145.5399932861328,1139,Open,High,Low,Close,Adj Close,Volume
423,2021-08-24,Open,High,Low,Close,Adj Close,Volume,146.33999633789062,146.5800018310547,145.8800048828125,145.8800048828125,640,Open,High,Low,Close,Adj Close,Volume
424,2021-08-25,Open,High,Low,Close,Adj Close,Volume,146.44000244140625,146.55999755859375,146.0399932861328,146.10000610351562,1312,Open,High,Low,Close,Adj Close,Volume
425,2021-08-26,Open,High,Low,Close,Adj Close,Volume,145.39999389648438,146.0,145.3000030517578,145.5,1173,Open,High,Low,Close,Adj Close,Volume
426,2021-08-27,Open,High,Low,Close,Adj Close,Volume,145.52000427246094,146.17999267578125,145.3000030517578,145.9199981689453,952,Open,High,Low,Close,Adj Close,Volume
427,2021-08-30,Open,High,Low,Close,Adj Close,Volume,146.25999450683594,147.67999267578125,146.1999969482422,147.5800018310547,4851,Open,High,Low,Close,Adj Close,Volume
428,2021-08-31,Open,High,Low,Close,Adj Close,Volume,148.05999755859375,148.05999755859375,146.94000244140625,147.47999572753906,5851,Open,High,Low,Close,Adj Close,Volume
429,2021-09-01,Open,High,Low,Close,Adj Close,Volume,147.9600067138672,148.10000610351562,147.5,147.9600067138672,1925,Open,High,Low,Close,Adj Close,Volume
430,2021-09-02,Open,High,Low,Close,Adj Close,Volume,147.47999572753906,147.6999969482422,147.39999389648438,147.39999389648438,56106,Open,High,Low,Close,Adj Close,Volume
431,2021-09-03,Open,High,Low,Close,Adj Close,Volume,146.83999633789062,147.1999969482422,146.22000122070312,147.1999969482422,2371,Open,High,Low,Close,Adj Close,Volume
432,2021-09-06,Open,High,Low,Close,Adj Close,Volume,147.67999267578125,148.0,147.66000366210938,147.94000244140625,2403,Open,High,Low,Close,Adj Close,Volume
433,2021-09-07,Open,High,Low,Close,Adj Close,Volume,147.74000549316406,147.86000061035156,147.0800018310547,147.8000030517578,637,Open,High,Low,Close,Adj Close,Volume
434,2021-09-08,Open,High,Low,Close,Adj Close,Volume,148.0,148.1999969482422,147.27999877929688,147.27999877929688,570,Open,High,Low,Close,Adj Close,Volume
435,2021-09-09,Open,High,Low,Close,Adj Close,Volume,147.36000061035156,148.1199951171875,147.10000610351562,147.67999267578125,169494,Open,High,Low,Close,Adj Close,Volume
436,2021-09-10,Open,High,Low,Close,Adj Close,Volume,147.39999389648438,147.9199981689453,146.94000244140625,146.94000244140625,48306,Open,High,Low,Close,Adj Close,Volume
437,2021-09-13,Open,High,Low,Close,Adj Close,Volume,147.02000427246094,147.33999633789062,145.6999969482422,145.6999969482422,2427,Open,High,Low,Close,Adj Close,Volume
438,2021-09-14,Open,High,Low,Close,Adj Close,Volume,145.86000061035156,146.36000061035156,145.60000610351562,146.0399932861328,388,Open,High,Low,Close,Adj Close,Volume
439,2021-09-15,Open,High,Low,Close,Adj Close,Volume,146.02000427246094,146.02000427246094,145.02000427246094,145.3000030517578,879,Open,High,Low,Close,Adj Close,Volume
440,2021-09-16,Open,High,Low,Close,Adj Close,Volume,146.82000732421875,147.1999969482422,146.33999633789062,146.33999633789062,670,Open,High,Low,Close,Adj Close,Volume
441,2021-09-17,Open,High,Low,Close,Adj Close,Volume,147.4199981689453,147.4199981689453,146.0399932861328,146.0399932861328,672,Open,High,Low,Close,Adj Close,Volume
442,2021-09-20,Open,High,Low,Close,Adj Close,Volume,145.1999969482422,145.36000061035156,143.0,143.0800018310547,2239,Open,High,Low,Close,Adj Close,Volume
443,2021-09-21,Open,High,Low,Close,Adj Close,Volume,143.9199981689453,144.5800018310547,143.0,144.16000366210938,2715,Open,High,Low,Close,Adj Close,Volume
444,2021-09-22,Open,High,Low,Close,Adj Close,Volume,143.9600067138672,144.47999572753906,143.36000061035156,144.47999572753906,896,Open,High,Low,Close,Adj Close,Volume
445,2021-09-23,Open,High,Low,Close,Adj Close,Volume,145.16000366210938,146.0399932861328,145.05999755859375,145.83999633789062,2445,Open,High,Low,Close,Adj Close,Volume
446,2021-09-24,Open,High,Low,Close,Adj Close,Volume,145.3000030517578,145.66000366210938,145.17999267578125,145.4199981689453,1248,Open,High,Low,Close,Adj Close,Volume
447,2021-09-27,Open,High,Low,Close,Adj Close,Volume,146.83999633789062,146.9199981689453,144.5,145.0800018310547,1845,Open,High,Low,Close,Adj Close,Volume
448,2021-09-28,Open,High,Low,Close,Adj Close,Volume,144.33999633789062,144.44000244140625,141.66000366210938,141.6999969482422,5103,Open,High,Low,Close,Adj Close,Volume
449,2021-09-29,Open,High,Low,Close,Adj Close,Volume,142.24000549316406,143.25999450683594,142.24000549316406,142.5,1627,Open,High,Low,Close,Adj Close,Volume
450,2021-09-30,Open,High,Low,Close,Adj Close,Volume,143.24000549316406,143.44000244140625,142.8000030517578,142.82000732421875,2237,Open,High,Low,Close,Adj Close,Volume
451,2021-10-01,Open,High,Low,Close,Adj Close,Volume,140.6199951171875,142.05999755859375,140.33999633789062,141.66000366210938,993,Open,High,Low,Close,Adj Close,Volume
452,2021-10-04,Open,High,Low,Close,Adj Close,Volume,141.27999877929688,141.77999877929688,138.8800048828125,138.8800048828125,2548,Open,High,Low,Close,Adj Close,Volume
453,2021-10-05,Open,High,Low,Close,Adj Close,Volume,139.9199981689453,141.8800048828125,139.86000061035156,141.66000366210938,2215,Open,High,Low,Close,Adj Close,Volume
454,2021-10-06,Open,High,Low,Close,Adj Close,Volume,140.67999267578125,142.0800018310547,139.94000244140625,141.72000122070312,49603,Open,High,Low,Close,Adj Close,Volume
455,2021-10-07,Open,High,Low,Close,Adj Close,Volume,143.94000244140625,145.0399932861328,143.94000244140625,144.86000061035156,1536,Open,High,Low,Close,Adj Close,Volume
456,2021-10-08,Open,High,Low,Close,Adj Close,Volume,144.39999389648438,144.47999572753906,143.39999389648438,143.4600067138672,2309,Open,High,Low,Close,Adj Close,Volume
457,2021-10-11,Open,High,Low,Close,Adj Close,Volume,142.5,143.89999389648438,142.1199951171875,143.82000732421875,515,Open,High,Low,Close,Adj Close,Volume
458,2021-10-12,Open,High,Low,Close,Adj Close,Volume,141.27999877929688,143.24000549316406,141.27999877929688,142.24000549316406,10937,Open,High,Low,Close,Adj Close,Volume
459,2021-10-13,Open,High,Low,Close,Adj Close,Volume,141.63999938964844,142.55999755859375,141.44000244140625,142.02000427246094,106249,Open,High,Low,Close,Adj Close,Volume
460,2021-10-14,Open,High,Low,Close,Adj Close,Volume,143.3000030517578,144.83999633789062,143.17999267578125,144.83999633789062,6321,Open,High,Low,Close,Adj Close,Volume
461,2021-10-15,Open,High,Low,Close,Adj Close,Volume,145.25999450683594,145.77999877929688,145.0800018310547,145.77999877929688,1055,Open,High,Low,Close,Adj Close,Volume
462,2021-10-18,Open,High,Low,Close,Adj Close,Volume,145.55999755859375,146.5399932861328,145.39999389648438,146.5399932861328,2593,Open,High,Low,Close,Adj Close,Volume
463,2021-10-19,Open,High,Low,Close,Adj Close,Volume,147.0800018310547,147.82000732421875,147.0,147.82000732421875,17033,Open,High,Low,Close,Adj Close,Volume
464,2021-10-20,Open,High,Low,Close,Adj Close,Volume,147.83999633789062,148.3800048828125,147.83999633789062,148.0,1945,Open,High,Low,Close,Adj Close,Volume
465,2021-10-21,Open,High,Low,Close,Adj Close,Volume,147.27999877929688,148.24000549316406,147.27999877929688,148.02000427246094,400,Open,High,Low,Close,Adj Close,Volume
466,2021-10-22,Open,High,Low,Close,Adj Close,Volume,148.17999267578125,148.6199951171875,147.4600067138672,147.4600067138672,9339,Open,High,Low,Close,Adj Close,Volume
467,2021-10-25,Open,High,Low,Close,Adj Close,Volume,147.75999450683594,148.60000610351562,147.66000366210938,148.60000610351562,127007,Open,High,Low,Close,Adj Close,Volume
468,2021-10-26,Open,High,Low,Close,Adj Close,Volume,150.32000732421875,151.39999389648438,150.05999755859375,150.74000549316406,2914,Open,High,Low,Close,Adj Close,Volume
469,2021-10-27,Open,High,Low,Close,Adj Close,Volume,150.25999450683594,151.13999938964844,149.5,151.10000610351562,1175,Open,High,Low,Close,Adj Close,Volume
470,2021-10-28,Open,High,Low,Close,Adj Close,Volume,150.5800018310547,151.27999877929688,150.3800048828125,150.60000610351562,21224,Open,High,Low,Close,Adj Close,Volume
471,2021-10-29,Open,High,Low,Close,Adj Close,Volume,149.89999389648438,152.47999572753906,149.82000732421875,152.47999572753906,704,Open,High,Low,Close,Adj Close,Volume
472,2021-11-01,Open,High,Low,Close,Adj Close,Volume,153.6199951171875,153.86000061035156,152.8000030517578,153.02000427246094,9585,Open,High,Low,Close,Adj Close,Volume
473,2021-11-02,Open,High,Low,Close,Adj Close,Volume,153.02000427246094,154.13999938964844,152.9199981689453,153.97999572753906,2828,Open,High,Low,Close,Adj Close,Volume
474,2021-11-03,Open,High,Low,Close,Adj Close,Volume,154.3000030517578,154.5399932861328,154.05999755859375,154.3000030517578,1107,Open,High,Low,Close,Adj Close,Volume
475,2021-11-04,Open,High,Low,Close,Adj Close,Volume,156.6199951171875,158.1999969482422,156.6199951171875,157.9199981689453,1111,Open,High,Low,Close,Adj Close,Volume
476,2021-11-05,Open,High,Low,Close,Adj Close,Volume,158.1199951171875,159.6199951171875,158.1199951171875,158.9199981689453,12489,Open,High,Low,Close,Adj Close,Volume
477,2021-11-08,Open,High,Low,Close,Adj Close,Volume,157.9199981689453,158.27999877929688,157.72000122070312,158.0,1428,Open,High,Low,Close,Adj Close,Volume
478,2021-11-09,Open,High,Low,Close,Adj Close,Volume,157.3800048828125,158.1999969482422,156.1199951171875,156.94000244140625,1939,Open,High,Low,Close,Adj Close,Volume
479,2021-11-10,Open,High,Low,Close,Adj Close,Volume,157.0399932861328,157.10000610351562,155.24000549316406,156.72000122070312,2431,Open,High,Low,Close,Adj Close,Volume
480,2021-11-11,Open,High,Low,Close,Adj Close,Volume,156.3800048828125,157.1199951171875,156.22000122070312,156.89999389648438,714,Open,High,Low,Close,Adj Close,Volume
481,2021-11-12,Open,High,Low,Close,Adj Close,Volume,157.1199951171875,158.25999450683594,156.8000030517578,158.25999450683594,1001,Open,High,Low,Close,Adj Close,Volume
482,2021-11-15,Open,High,Low,Close,Adj Close,Volume,158.5399932861328,159.16000366210938,158.25999450683594,158.39999389648438,1521,Open,High,Low,Close,Adj Close,Volume
483,2021-11-16,Open,High,Low,Close,Adj Close,Volume,159.36000061035156,160.8800048828125,159.17999267578125,160.8800048828125,1542,Open,High,Low,Close,Adj Close,Volume
484,2021-11-17,Open,High,Low,Close,Adj Close,Volume,161.39999389648438,161.82000732421875,161.27999877929688,161.82000732421875,1291,Open,High,Low,Close,Adj Close,Volume
485,2021-11-18,Open,High,Low,Close,Adj Close,Volume,161.72000122070312,162.0800018310547,161.0,161.89999389648438,11765,Open,High,Low,Close,Adj Close,Volume
486,2021-11-19,Open,High,Low,Close,Adj Close,Volume,163.36000061035156,164.17999267578125,163.36000061035156,164.05999755859375,965,Open,High,Low,Close,Adj Close,Volume
487,2021-11-22,Open,High,Low,Close,Adj Close,Volume,165.0399932861328,166.6999969482422,164.86000061035156,165.22000122070312,3156,Open,High,Low,Close,Adj Close,Volume
488,2021-11-23,Open,High,Low,Close,Adj Close,Volume,162.3800048828125,163.32000732421875,160.4199981689453,161.05999755859375,1116,Open,High,Low,Close,Adj Close,Volume
489,2021-11-24,Open,High,Low,Close,Adj Close,Volume,162.4600067138672,163.10000610351562,161.13999938964844,162.8800048828125,617,Open,High,Low,Close,Adj Close,Volume
490,2021-11-25,Open,High,Low,Close,Adj Close,Volume,163.77999877929688,163.86000061035156,163.3800048828125,163.5399932861328,48817,Open,High,Low,Close,Adj Close,Volume
491,2021-11-26,Open,High,Low,Close,Adj Close,Volume,161.0800018310547,161.75999450683594,158.89999389648438,158.94000244140625,2359,Open,High,Low,Close,Adj Close,Volume
492,2021-11-29,Open,High,Low,Close,Adj Close,Volume,160.9600067138672,162.05999755859375,160.25999450683594,161.9199981689453,531,Open,High,Low,Close,Adj Close,Volume
493,2021-11-30,Open,High,Low,Close,Adj Close,Volume,161.1999969482422,161.82000732421875,160.05999755859375,160.05999755859375,825,Open,High,Low,Close,Adj Close,Volume
494,2021-12-01,Open,High,Low,Close,Adj Close,Volume,161.24000549316406,162.22000122070312,160.74000549316406,161.8800048828125,448,Open,High,Low,Close,Adj Close,Volume
495,2021-12-02,Open,High,Low,Close,Adj Close,Volume,157.74000549316406,158.05999755859375,155.9199981689453,157.05999755859375,2203,Open,High,Low,Close,Adj Close,Volume
496,2021-12-03,Open,High,Low,Close,Adj Close,Volume,158.32000732421875,159.05999755859375,154.86000061035156,155.66000366210938,1770,Open,High,Low,Close,Adj Close,Volume
497,2021-12-06,Open,High,Low,Close,Adj Close,Volume,156.36000061035156,156.66000366210938,154.5800018310547,156.0,2656,Open,High,Low,Close,Adj Close,Volume
498,2021-12-07,Open,High,Low,Close,Adj Close,Volume,158.5399932861328,162.24000549316406,158.5399932861328,162.24000549316406,1907,Open,High,Low,Close,Adj Close,Volume
499,2021-12-08,Open,High,Low,Close,Adj Close,Volume,162.32000732421875,163.0,160.6999969482422,161.05999755859375,1770,Open,High,Low,Close,Adj Close,Volume
500,2021-12-09,Open,High,Low,Close,Adj Close,Volume,161.94000244140625,162.0800018310547,161.22000122070312,162.0800018310547,724,Open,High,Low,Close,Adj Close,Volume
501,2021-12-10,Open,High,Low,Close,Adj Close,Volume,160.24000549316406,161.4600067138672,159.89999389648438,160.0800018310547,2010,Open,High,Low,Close,Adj Close,Volume
502,2021-12-13,Open,High,Low,Close,Adj Close,Volume,162.17999267578125,162.9600067138672,160.10000610351562,160.22000122070312,1909,Open,High,Low,Close,Adj Close,Volume
503,2021-12-14,Open,High,Low,Close,Adj Close,Volume,160.22000122070312,160.22000122070312,156.74000549316406,156.74000549316406,1269,Open,High,Low,Close,Adj Close,Volume
504,2021-12-15,Open,High,Low,Close,Adj Close,Volume,158.44000244140625,158.44000244140625,156.9600067138672,156.9600067138672,5709,Open,High,Low,Close,Adj Close,Volume
505,2021-12-16,Open,High,Low,Close,Adj Close,Volume,162.22000122070312,162.82000732421875,158.39999389648438,158.44000244140625,6347,Open,High,Low,Close,Adj Close,Volume
506,2021-12-17,Open,High,Low,Close,Adj Close,Volume,156.77999877929688,158.47999572753906,154.8800048828125,157.44000244140625,9080,Open,High,Low,Close,Adj Close,Volume
507,2021-12-20,Open,High,Low,Close,Adj Close,Volume,154.9600067138672,155.13999938964844,153.77999877929688,153.77999877929688,5425,Open,High,Low,Close,Adj Close,Volume
508,2021-12-21,Open,High,Low,Close,Adj Close,Volume,156.39999389648438,156.75999450683594,155.0,156.27999877929688,1919,Open,High,Low,Close,Adj Close,Volume
509,2021-12-22,Open,High,Low,Close,Adj Close,Volume,158.3800048828125,159.33999633789062,157.60000610351562,159.33999633789062,9999,Open,High,Low,Close,Adj Close,Volume
510,2021-12-23,Open,High,Low,Close,Adj Close,Volume,159.8000030517578,161.44000244140625,159.74000549316406,161.44000244140625,308,Open,High,Low,Close,Adj Close,Volume
511,2021-12-24,Open,High,Low,Close,Adj Close,Volume,161.22000122070312,162.3800048828125,160.1999969482422,162.3800048828125,152,Open,High,Low,Close,Adj Close,Volume
512,2021-12-27,Open,High,Low,Close,Adj Close,Volume,161.25999450683594,163.47999572753906,161.25999450683594,163.0399932861328,856,Open,High,Low,Close,Adj Close,Volume
513,2021-12-28,Open,High,Low,Close,Adj Close,Volume,163.72000122070312,164.5,163.3800048828125,163.3800048828125,1445,Open,High,Low,Close,Adj Close,Volume
514,2021-12-29,Open,High,Low,Close,Adj Close,Volume,163.77999877929688,164.3000030517578,161.6199951171875,162.13999938964844,819,Open,High,Low,Close,Adj Close,Volume
515,2021-12-30,Open,High,Low,Close,Adj Close,Volume,163.25999450683594,163.74000549316406,162.8000030517578,163.5399932861328,1845,Open,High,Low,Close,Adj Close,Volume
516,2021-12-31,Open,High,Low,Close,Adj Close,Volume,162.5800018310547,162.5800018310547,162.0,162.17999267578125,625,Open,High,Low,Close,Adj Close,Volume
517,2022-01-03,Open,High,Low,Close,Adj Close,Volume,162.0,162.86000061035156,161.36000061035156,162.75999450683594,3961,Open,High,Low,Close,Adj Close,Volume
518,2022-01-04,Open,High,Low,Close,Adj Close,Volume,163.83999633789062,164.3000030517578,160.39999389648438,160.82000732421875,3578,Open,High,Low,Close,Adj Close,Volume
519,2022-01-05,Open,High,Low,Close,Adj Close,Volume,160.6999969482422,160.8800048828125,159.39999389648438,159.5800018310547,4772,Open,High,Low,Close,Adj Close,Volume
520,2022-01-06,Open,High,Low,Close,Adj Close,Volume,156.39999389648438,157.39999389648438,154.55999755859375,156.3000030517578,5997,Open,High,Low,Close,Adj Close,Volume
521,2022-01-07,Open,High,Low,Close,Adj Close,Volume,155.83999633789062,156.77999877929688,153.32000732421875,154.17999267578125,3157,Open,High,Low,Close,Adj Close,Volume
522,2022-01-10,Open,High,Low,Close,Adj Close,Volume,154.6999969482422,154.6999969482422,149.89999389648438,151.36000061035156,2783,Open,High,Low,Close,Adj Close,Volume
523,2022-01-11,Open,High,Low,Close,Adj Close,Volume,154.52000427246094,155.5,153.36000061035156,155.16000366210938,1942,Open,High,Low,Close,Adj Close,Volume
524,2022-01-12,Open,High,Low,Close,Adj Close,Volume,156.47999572753906,156.8000030517578,155.0,155.82000732421875,2617,Open,High,Low,Close,Adj Close,Volume
525,2022-01-13,Open,High,Low,Close,Adj Close,Volume,154.94000244140625,155.63999938964844,154.05999755859375,154.44000244140625,1611,Open,High,Low,Close,Adj Close,Volume
526,2022-01-14,Open,High,Low,Close,Adj Close,Volume,151.22000122070312,152.10000610351562,150.0,152.10000610351562,7331,Open,High,Low,Close,Adj Close,Volume
527,2022-01-17,Open,High,Low,Close,Adj Close,Volume,152.60000610351562,153.5,152.4600067138672,153.1199951171875,2892,Open,High,Low,Close,Adj Close,Volume
528,2022-01-18,Open,High,Low,Close,Adj Close,Volume,151.67999267578125,152.02000427246094,150.24000549316406,150.8000030517578,1770,Open,High,Low,Close,Adj Close,Volume
529,2022-01-19,Open,High,Low,Close,Adj Close,Volume,149.17999267578125,151.60000610351562,149.0800018310547,149.3209991455078,2286,Open,High,Low,Close,Adj Close,Volume
530,2022-01-20,Open,High,Low,Close,Adj Close,Volume,149.1999969482422,151.1199951171875,148.5,151.05999755859375,2992,Open,High,Low,Close,Adj Close,Volume
531,2022-01-21,Open,High,Low,Close,Adj Close,Volume,146.05999755859375,146.6999969482422,143.60000610351562,146.25999450683594,7593,Open,High,Low,Close,Adj Close,Volume
532,2022-01-24,Open,High,Low,Close,Adj Close,Volume,143.86000061035156,144.17999267578125,138.44000244140625,138.44000244140625,6670,Open,High,Low,Close,Adj Close,Volume
533,2022-01-25,Open,High,Low,Close,Adj Close,Volume,141.16000366210938,142.55999755859375,139.9600067138672,139.9600067138672,59761,Open,High,Low,Close,Adj Close,Volume
534,2022-01-26,Open,High,Low,Close,Adj Close,Volume,141.47999572753906,143.97999572753906,141.47999572753906,143.47999572753906,5369,Open,High,Low,Close,Adj Close,Volume
535,2022-01-27,Open,High,Low,Close,Adj Close,Volume,140.17999267578125,144.5399932861328,139.94000244140625,143.86000061035156,159461,Open,High,Low,Close,Adj Close,Volume
536,2022-01-28,Open,High,Low,Close,Adj Close,Volume,142.16000366210938,142.6999969482422,139.5,142.5,2737,Open,High,Low,Close,Adj Close,Volume
537,2022-01-31,Open,High,Low,Close,Adj Close,Volume,144.9600067138672,147.1999969482422,144.5,147.16000366210938,10684,Open,High,Low,Close,Adj Close,Volume
538,2022-02-01,Open,High,Low,Close,Adj Close,Volume,148.3800048828125,149.0,147.0,148.47999572753906,3633,Open,High,Low,Close,Adj Close,Volume
539,2022-02-02,Open,High,Low,Close,Adj Close,Volume,150.52000427246094,151.39999389648438,148.39999389648438,148.5800018310547,10979,Open,High,Low,Close,Adj Close,Volume
540,2022-02-03,Open,High,Low,Close,Adj Close,Volume,147.33999633789062,147.33999633789062,143.94000244140625,143.94000244140625,163993,Open,High,Low,Close,Adj Close,Volume
541,2022-02-04,Open,High,Low,Close,Adj Close,Volume,144.36000061035156,144.5399932861328,141.0,142.47999572753906,4752,Open,High,Low,Close,Adj Close,Volume
542,2022-02-07,Open,High,Low,Close,Adj Close,Volume,144.22000122070312,144.66000366210938,143.1999969482422,143.27999877929688,2272,Open,High,Low,Close,Adj Close,Volume
543,2022-02-08,Open,High,Low,Close,Adj Close,Volume,143.10000610351562,144.13999938964844,142.22000122070312,144.13999938964844,1279,Open,High,Low,Close,Adj Close,Volume
544,2022-02-09,Open,High,Low,Close,Adj Close,Volume,145.02000427246094,146.39999389648438,145.02000427246094,146.39999389648438,1698,Open,High,Low,Close,Adj Close,Volume
545,2022-02-10,Open,High,Low,Close,Adj Close,Volume,147.36000061035156,147.36000061035156,144.97999572753906,144.97999572753906,1483,Open,High,Low,Close,Adj Close,Volume
546,2022-02-11,Open,High,Low,Close,Adj Close,Volume,143.9600067138672,145.0,143.0,143.0,2783,Open,High,Low,Close,Adj Close,Volume
547,2022-02-14,Open,High,Low,Close,Adj Close,Volume,140.6999969482422,142.33999633789062,138.89999389648438,142.32000732421875,4790,Open,High,Low,Close,Adj Close,Volume
548,2022-02-15,Open,High,Low,Close,Adj Close,Volume,141.5800018310547,143.8800048828125,141.5800018310547,143.33999633789062,4699,Open,High,Low,Close,Adj Close,Volume
549,2022-02-16,Open,High,Low,Close,Adj Close,Volume,143.33999633789062,144.0,142.05999755859375,142.25999450683594,906,Open,High,Low,Close,Adj Close,Volume
