,Ticker,MSFT,MSFT.1,MSFT.2,MSFT.3,MSFT.4,NVDA,NVDA.1,NVDA.2,NVDA.3,NVDA.4,DSY.PA,DSY.PA.1,DSY.PA.2,DSY.PA.3,DSY.PA.4
0,Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
1,Date,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
2,2020-01-02,151.56683443806205,153.4282456163035,151.13728025317593,153.3232421875,22622100.0,5.943286160023145,5.972162246704102,5.892752889630751,5.972162246704102,237536000.0,28.799915494787335,28.907378463976368,28.64360673779276,28.780376434326172,1322215.0
3,2020-01-03,151.12773328370503,152.6836745782892,150.87953542687913,151.41409301757812,21116200.0,5.852424132067387,5.920383126947964,5.827530697782755,5.876570701599121,205384000.0,28.63383694800711,29.053917427377424,28.63383694800711,29.00507164001465,1167050.0
4,2020-01-06,149.94409987696073,151.8723384741791,149.39998710539874,151.80551147460938,20813700.0,5.783221354213032,5.906443132361434,5.75708345882432,5.901215553283691,262636000.0,28.721760755384356,28.90737810073829,28.643606377869126,28.819454193115234,1322930.0
5,2020-01-07,152.0823310334366,152.41642230295344,150.17318812555376,150.42137145996094,21634100.0,5.929593548989243,6.018462860706855,5.88453666408317,5.972659111022949,314856000.0,28.91714723819465,29.229764744010705,28.878069118293986,29.053916931152344,1335930.0
6,2020-01-08,151.71001553116633,153.4950738351807,150.7745396996867,152.81732177734375,27746500.0,5.968427506304748,6.025184484363847,5.928349401284013,5.983861446380615,277108000.0,28.86829996990412,29.57169123063508,28.829223712834253,29.40561294555664,1723040.0
7,2020-01-09,154.48785857360957,154.8506004292795,153.71465793650782,154.72650146484375,21385000.0,6.070242573956829,6.122020780027222,5.9958115214313645,6.049581050872803,255112000.0,29.698689562191067,30.109000484509213,29.60099613052537,29.78661346435547,1892150.0
8,2020-01-10,155.423335359617,155.8051581253616,153.85782414949148,154.01055908203125,20725900.0,6.156871683567633,6.187241503416848,6.0677535475108755,6.081942558288574,316296000.0,30.030846964947795,30.275079619376466,29.962462119843334,30.089462280273438,1425270.0
9,2020-01-13,154.41148917759733,155.89107799794456,153.93420340107278,155.86244201660156,21626500.0,6.165084980857148,6.2977662482832395,6.142431664640482,6.2726240158081055,319840000.0,30.25554152453104,30.363004492177293,30.060156512766525,30.187156677246094,1007455.0
10,2020-01-14,155.96744915551147,156.16791559525535,154.37331637212353,154.7646942138672,23477400.0,6.229807106111832,6.255198609471692,6.142431523520895,6.155625343322754,359088000.0,30.255540559818826,30.32392726827057,29.87453821518123,30.089462280273438,1535585.0
11,2020-01-15,155.2323796600258,156.49242076357814,155.18466274765657,155.76693725585938,21417900.0,6.168321823632063,6.190725872236925,6.087169465317184,6.113058567047119,263104000.0,30.09923359556669,30.617007524475326,30.089464065208332,30.490005493164062,1550145.0
12,2020-01-16,156.88382702393884,158.6879665208014,156.57835716184766,158.6211395263672,23865400.0,6.166577653863015,6.20267310864171,6.143177949858142,6.1966986656188965,284192000.0,30.548622439473203,30.58769869725757,30.265311651310203,30.323928833007812,1102225.0
13,2020-01-17,159.81432058933223,159.8620520660463,157.91471851468566,159.5088653564453,34371700.0,6.2158680239171,6.223336198284075,6.157866579928591,6.205412864685059,253792000.0,30.450930187549297,30.968704132653325,30.343467213593428,30.7830867767334,1591670.0
14,2020-01-20,159.81432058933223,159.8620520660463,157.91471851468566,159.5088653564453,34371700.0,6.2158680239171,6.223336198284075,6.157866579928591,6.205412864685059,253792000.0,30.851469130092656,30.91008444598295,30.67562131907448,30.841699600219727,927955.0
15,2020-01-21,159.10797310774927,160.54938541719685,158.8693302290307,158.9361572265625,29517200.0,6.168819465089883,6.205661791865372,6.137951582515902,6.172055721282959,217916000.0,30.656083122491523,31.017548284578343,30.40208279203277,30.94916343688965,1445670.0
16,2020-01-22,159.79525389317888,159.88117639299483,158.15338984431403,158.1724853515625,24138800.0,6.217360633951535,6.312701982997386,6.198441642138301,6.226073265075684,239240000.0,30.988241333600953,31.44739809476532,30.910086951629413,31.359474182128906,1783275.0
17,2020-01-23,158.64021178281828,159.22250087718146,157.76200790642838,159.14613342285156,19680800.0,6.266152376360802,6.302994226877726,6.177283056528043,6.294530391693115,244516000.0,31.330165367450146,31.408321607565316,31.027317390393147,31.379011154174805,1984600.0
18,2020-01-24,159.90024236223502,159.91933786769545,156.97925634771383,157.54244995117188,24918100.0,6.410035013873357,6.4598218835138725,6.181016268171984,6.235283851623535,373512000.0,31.652555522914028,32.072636013452744,31.56463161264558,32.0335578918457,1766010.0
19,2020-01-27,153.82916663173845,155.95787122124548,152.92232676586377,154.9078369140625,32078100.0,5.930589870218753,6.03041241844546,5.780980921024543,5.979381084442139,470536000.0,31.593937041178343,31.66232188783089,31.08593266126325,31.388782501220703,2184165.0
20,2020-01-28,156.33970237012244,158.229749659442,155.66196483440646,157.94338989257812,24899900.0,6.04534827455803,6.205163585072058,5.9920763461190765,6.172802448272705,310976000.0,31.457168756036335,31.56463172749933,30.978471081345226,31.24224281311035,1904810.0
21,2020-01-29,160.21523185546806,161.08389517109794,158.16290953582487,160.40614318847656,34754500.0,6.158365353932129,6.194460821971656,6.072483000679259,6.1123127937316895,258848000.0,31.18362804051416,31.574399948120117,31.18362804051416,31.574399948120117,1544875.0
22,2020-01-30,166.14317230881892,166.14317230881892,163.03125990019,164.9308624267578,51597500.0,6.014480793841913,6.132475478552702,5.959466810133274,6.119032859802246,290504000.0,31.20316475212901,31.310625854036665,30.714699438566207,30.841699600219727,1675160.0
23,2020-01-31,164.386735306438,164.56809162420643,161.876208045128,162.49667358398438,36142700.0,6.073228093460578,6.085176980409224,5.843711749632916,5.885532379150391,370420000.0,30.988239123936502,31.222702253132365,30.538851925481264,30.617006301879883,2022700.0
24,2020-02-03,162.6876067441497,166.57271957325094,162.65897076563186,166.4581756591797,30107000.0,5.867360420646927,6.002033487145039,5.8611371803331815,5.982616901397705,255564000.0,30.675622272467145,30.949163527368952,30.597467894401962,30.939393997192383,1822295.0
25,2020-02-04,169.09277453982233,172.43377438699721,168.300478542477,171.93739318847656,36433300.0,6.124508879153485,6.1710594954488736,6.074473210292786,6.151891231536865,271544000.0,31.125010376492853,31.173856162510216,30.72446896843914,30.841699600219727,1967775.0
